Analyst : Administrator
SampleID : PET_Hydroliza_24H
Sample : PET_Hydroliza_24H
Sample Injected : 02.02.2024 13:56:46
Range : 10000 mAU
Rate : 10 per sec.
Bipolar : Yes
Amount : 0
Dilution : 1
ISTD Amount : 0
Inj. Volume : 0.02
Retention Unit : Seconds
Detector Unit : mAU
Y Axis Title: Absorbance
Data Original : C:\ClarityChrom\DataFiles\2024-01-04 polysep-gfc-1000 90P 0p1M Na2PO4 10P MeOH\Data\240_PET_Hydroliza_24H.prm
Converted : 09.05.2024 13:21:49

[Min.]	[mAU]
0	-0.057999998331069946
0.0016666666666666668	-0.063000001013278961
0.0033333333333333335	-0.070000000298023224
0.0050000000000000001	-0.082999996840953827
0.0066666666666666671	-0.081000000238418579
0.0083333333333333332	0
0.01	0
0.011666666666666667	0
0.013333333333333334	0
0.014999999999999999	0.034000001847743988
0.016666666666666666	0.027000000700354576
0.018333333333333333	0.004999999888241291
0.02	0.0099999997764825821
0.021666666666666667	0.034000001847743988
0.023333333333333334	0.061000000685453415
0.025000000000000001	0.078000001609325409
0.026666666666666668	0.064999997615814209
0.028333333333333332	0.05299999937415123
0.029999999999999999	0.041999999433755875
0.031666666666666669	0.039999999105930328
0.033333333333333333	0.035000000149011612
0.035000000000000003	0.035999998450279236
0.036666666666666667	0.035999998450279236
0.03833333333333333	0.028999999165534973
0.040000000000000001	0.032999999821186066
0.041666666666666664	0.032000001519918442
0.043333333333333335	0.028000000864267349
0.044999999999999998	0.020999999716877937
0.046666666666666669	0.026000000536441803
0.048333333333333332	0.02500000037252903
0.050000000000000003	0.014999999664723873
0.051666666666666666	0.004999999888241291
0.053333333333333337	-0.0030000000260770321
0.055	-0.0030000000260770321
0.056666666666666664	0.0020000000949949026
0.058333333333333334	0.0020000000949949026
0.059999999999999998	-0.0070000002160668373
0.061666666666666668	-0.018999999389052391
0.063333333333333339	-0.013000000268220901
0.065000000000000002	-0.0040000001899898052
0.066666666666666666	-0.0040000001899898052
0.068333333333333329	-0.017000000923871994
0.070000000000000007	-0.0080000003799796104
0.07166666666666667	0.0060000000521540642
0.073333333333333334	-0.004999999888241291
0.074999999999999997	-0.032999999821186066
0.076666666666666661	-0.028999999165534973
0.078333333333333338	-0.013000000268220901
0.080000000000000002	-0.0020000000949949026
0.081666666666666665	0.0010000000474974513
0.083333333333333329	0.0040000001899898052
0.085000000000000006	0.008999999612569809
0.08666666666666667	0.014000000432133675
0.088333333333333333	0.014999999664723873
0.089999999999999997	-0.008999999612569809
0.09166666666666666	-0.035000000149011612
0.093333333333333338	-0.048999998718500137
0.095000000000000001	-0.039999999105930328
0.096666666666666665	-0.028000000864267349
0.098333333333333328	-0.026000000536441803
0.10000000000000001	-0.032999999821186066
0.10166666666666667	-0.032000001519918442
0.10333333333333333	-0.02199999988079071
0.105	-0.018999999389052391
0.10666666666666667	-0.017000000923871994
0.10833333333333334	-0.016000000759959221
0.11	-0.017999999225139618
0.11166666666666666	-0.019999999552965164
0.11333333333333333	-0.02199999988079071
0.115	-0.037000000476837158
0.11666666666666667	-0.045000001788139343
0.11833333333333333	-0.032999999821186066
0.12	-0.017999999225139618
0.12166666666666667	-0.023000000044703484
0.12333333333333334	-0.028999999165534973
0.125	-0.041999999433755875
0.12666666666666668	-0.052000001072883606
0.12833333333333333	-0.050999999046325684
0.13	-0.041000001132488251
0.13166666666666665	-0.039999999105930328
0.13333333333333333	-0.043000001460313797
0.13500000000000001	-0.043999999761581421
0.13666666666666666	-0.046999998390674591
0.13833333333333334	-0.05299999937415123
0.14000000000000001	-0.052000001072883606
0.14166666666666666	-0.048999998718500137
0.14333333333333334	-0.041999999433755875
0.14499999999999999	-0.041999999433755875
0.14666666666666667	-0.052000001072883606
0.14833333333333334	-0.056000001728534698
0.14999999999999999	-0.037000000476837158
0.15166666666666667	-0.0099999997764825821
0.15333333333333332	-0.0070000002160668373
0.155	-0.029999999329447746
0.15666666666666668	-0.045000001788139343
0.15833333333333333	-0.045000001788139343
0.16	-0.048000000417232513
0.16166666666666665	-0.057999998331069946
0.16333333333333333	-0.061000000685453415
0.16500000000000001	-0.059000000357627869
0.16666666666666666	-0.054999999701976776
0.16833333333333333	-0.05000000074505806
0.17000000000000001	-0.045000001788139343
0.17166666666666666	-0.048999998718500137
0.17333333333333334	-0.048999998718500137
0.17499999999999999	-0.050999999046325684
0.17666666666666667	-0.050999999046325684
0.17833333333333334	-0.046999998390674591
0.17999999999999999	-0.043000001460313797
0.18166666666666667	-0.045000001788139343
0.18333333333333332	-0.043999999761581421
0.185	-0.037000000476837158
0.18666666666666668	-0.041999999433755875
0.18833333333333332	-0.065999999642372131
0.19	-0.079000003635883331
0.19166666666666668	-0.063000001013278961
0.19333333333333333	-0.043999999761581421
0.19500000000000001	-0.046999998390674591
0.19666666666666666	-0.054000001400709152
0.19833333333333333	-0.054999999701976776
0.20000000000000001	-0.054999999701976776
0.20166666666666666	-0.056000001728534698
0.20333333333333334	-0.059000000357627869
0.20499999999999999	-0.071000002324581146
0.20666666666666667	-0.071000002324581146
0.20833333333333334	-0.059999998658895493
0.20999999999999999	-0.046000000089406967
0.21166666666666667	-0.052000001072883606
0.21333333333333335	-0.054000001400709152
0.215	-0.057000000029802322
0.21666666666666667	-0.059000000357627869
0.21833333333333332	-0.076999999582767487
0.22	-0.087999999523162842
0.22166666666666668	-0.086999997496604919
0.22333333333333333	-0.075000002980232239
0.22500000000000001	-0.076999999582767487
0.22666666666666666	-0.075999997556209564
0.22833333333333333	-0.075999997556209564
0.23000000000000001	-0.064000003039836884
0.23166666666666666	-0.059000000357627869
0.23333333333333334	-0.059999998658895493
0.23499999999999999	-0.078000001609325409
0.23666666666666666	-0.090000003576278687
0.23833333333333334	-0.083999998867511749
0.23999999999999999	-0.067000001668930054
0.24166666666666667	-0.057000000029802322
0.24333333333333335	-0.067000001668930054
0.245	-0.079999998211860657
0.24666666666666667	-0.093000002205371857
0.24833333333333332	-0.092000000178813934
0.25	-0.081000000238418579
0.25166666666666665	-0.070000000298023224
0.25333333333333335	-0.082000002264976501
0.255	-0.094999998807907104
0.25666666666666665	-0.086999997496604919
0.25833333333333336	-0.071999996900558472
0.26000000000000001	-0.074000000953674316
0.26166666666666666	-0.087999999523162842
0.26333333333333331	-0.081000000238418579
0.26500000000000001	-0.065999999642372131
0.26666666666666666	-0.059000000357627869
0.26833333333333331	-0.079000003635883331
0.27000000000000002	-0.094999998807907104
0.27166666666666667	-0.10700000077486038
0.27333333333333332	-0.10100000351667404
0.27500000000000002	-0.097000002861022949
0.27666666666666667	-0.075999997556209564
0.27833333333333332	-0.079000003635883331
0.28000000000000003	-0.090999998152256012
0.28166666666666668	-0.096000000834465027
0.28333333333333333	-0.086999997496604919
0.28499999999999998	-0.086000002920627594
0.28666666666666668	-0.10000000149011612
0.28833333333333333	-0.098999999463558197
0.28999999999999998	-0.098999999463558197
0.29166666666666669	-0.090000003576278687
0.29333333333333333	-0.090000003576278687
0.29499999999999998	-0.078000001609325409
0.29666666666666669	-0.071999996900558472
0.29833333333333334	-0.059999998658895493
0.29999999999999999	-0.064000003039836884
0.30166666666666669	-0.071999996900558472
0.30333333333333334	-0.086999997496604919
0.30499999999999999	-0.093000002205371857
0.30666666666666664	-0.092000000178813934
0.30833333333333335	-0.10000000149011612
0.31	-0.11400000005960464
0.31166666666666665	-0.12300000339746475
0.31333333333333335	-0.10599999874830246
0.315	-0.092000000178813934
0.31666666666666665	-0.089000001549720764
0.31833333333333336	-0.10300000011920929
0.32000000000000001	-0.11299999803304672
0.32166666666666666	-0.1080000028014183
0.32333333333333331	-0.090999998152256012
0.32500000000000001	-0.071000002324581146
0.32666666666666666	-0.075000002980232239
0.32833333333333331	-0.086000002920627594
0.33000000000000002	-0.087999999523162842
0.33166666666666667	-0.082000002264976501
0.33333333333333331	-0.087999999523162842
0.33500000000000002	-0.1080000028014183
0.33666666666666667	-0.12700000405311584
0.33833333333333332	-0.13400000333786011
0.34000000000000002	-0.11699999868869781
0.34166666666666667	-0.093000002205371857
0.34333333333333332	-0.082000002264976501
0.34499999999999997	-0.082000002264976501
0.34666666666666668	-0.079000003635883331
0.34833333333333333	-0.079999998211860657
0.34999999999999998	-0.085000000894069672
0.35166666666666668	-0.090999998152256012
0.35333333333333333	-0.097999997437000275
0.35499999999999998	-0.10400000214576721
0.35666666666666669	-0.11100000143051147
0.35833333333333334	-0.10999999940395355
0.35999999999999999	-0.1080000028014183
0.36166666666666669	-0.10899999737739563
0.36333333333333334	-0.11800000071525574
0.36499999999999999	-0.11299999803304672
0.36666666666666664	-0.11699999868869781
0.36833333333333335	-0.11400000005960464
0.37	-0.10999999940395355
0.37166666666666665	-0.097000002861022949
0.37333333333333335	-0.097000002861022949
0.375	-0.10000000149011612
0.37666666666666665	-0.1080000028014183
0.37833333333333335	-0.098999999463558197
0.38	-0.089000001549720764
0.38166666666666665	-0.079999998211860657
0.38333333333333336	-0.083999998867511749
0.38500000000000001	-0.087999999523162842
0.38666666666666666	-0.10300000011920929
0.38833333333333331	-0.10499999672174454
0.39000000000000001	-0.098999999463558197
0.39166666666666666	-0.10499999672174454
0.39333333333333331	-0.11800000071525574
0.39500000000000002	-0.11400000005960464
0.39666666666666667	-0.11299999803304672
0.39833333333333332	-0.12200000137090683
0.40000000000000002	-0.125
0.40166666666666667	-0.10999999940395355
0.40333333333333332	-0.098999999463558197
0.40500000000000003	-0.10100000351667404
0.40666666666666668	-0.11299999803304672
0.40833333333333333	-0.11500000208616257
0.40999999999999998	-0.10300000011920929
0.41166666666666668	-0.097999997437000275
0.41333333333333333	-0.10000000149011612
0.41499999999999998	-0.096000000834465027
0.41666666666666669	-0.090000003576278687
0.41833333333333333	-0.090000003576278687
0.41999999999999998	-0.087999999523162842
0.42166666666666669	-0.098999999463558197
0.42333333333333334	-0.11699999868869781
0.42499999999999999	-0.12099999934434891
0.42666666666666669	-0.11400000005960464
0.42833333333333334	-0.11400000005960464
0.42999999999999999	-0.11900000274181366
0.43166666666666664	-0.1120000034570694
0.43333333333333335	-0.11599999666213989
0.435	-0.125
0.43666666666666665	-0.13099999725818634
0.43833333333333335	-0.13600000739097595
0.44	-0.13899999856948853
0.44166666666666665	-0.13099999725818634
0.44333333333333336	-0.11800000071525574
0.44500000000000001	-0.11699999868869781
0.44666666666666666	-0.12999999523162842
0.44833333333333331	-0.14399999380111694
0.45000000000000001	-0.14699999988079071
0.45166666666666666	-0.13600000739097595
0.45333333333333331	-0.125
0.45500000000000002	-0.12399999797344208
0.45666666666666667	-0.12800000607967377
0.45833333333333331	-0.13099999725818634
0.46000000000000002	-0.1289999932050705
0.46166666666666667	-0.12600000202655792
0.46333333333333332	-0.13699999451637268
0.46500000000000002	-0.15000000596046448
0.46666666666666667	-0.15399999916553497
0.46833333333333332	-0.14800000190734863
0.46999999999999997	-0.14499999582767487
0.47166666666666668	-0.14100000262260437
0.47333333333333333	-0.13199999928474426
0.47499999999999998	-0.1289999932050705
0.47666666666666668	-0.13400000333786011
0.47833333333333333	-0.14300000667572021
0.47999999999999998	-0.14100000262260437
0.48166666666666669	-0.13300000131130219
0.48333333333333334	-0.12800000607967377
0.48499999999999999	-0.11299999803304672
0.48666666666666669	-0.10899999737739563
0.48833333333333334	-0.11900000274181366
0.48999999999999999	-0.1289999932050705
0.49166666666666664	-0.125
0.49333333333333335	-0.13199999928474426
0.495	-0.14300000667572021
0.49666666666666665	-0.14800000190734863
0.49833333333333335	-0.14499999582767487
0.5	-0.14000000059604645
0.50166666666666671	-0.13099999725818634
0.5033333333333333	-0.12800000607967377
0.505	-0.13199999928474426
0.50666666666666671	-0.14399999380111694
0.5083333333333333	-0.15299999713897705
0.51000000000000001	-0.15700000524520874
0.51166666666666671	-0.14499999582767487
0.51333333333333331	-0.13600000739097595
0.51500000000000001	-0.13899999856948853
0.51666666666666672	-0.14200000464916229
0.51833333333333331	-0.13500000536441803
0.52000000000000002	-0.12800000607967377
0.52166666666666661	-0.12999999523162842
0.52333333333333332	-0.12399999797344208
0.52500000000000002	-0.1080000028014183
0.52666666666666662	-0.11400000005960464
0.52833333333333332	-0.13899999856948853
0.53000000000000003	-0.15600000321865082
0.53166666666666662	-0.15299999713897705
0.53333333333333333	-0.15199999511241913
0.53500000000000003	-0.14699999988079071
0.53666666666666663	-0.15000000596046448
0.53833333333333333	-0.15299999713897705
0.54000000000000004	-0.15299999713897705
0.54166666666666663	-0.14800000190734863
0.54333333333333333	-0.14300000667572021
0.54500000000000004	-0.14200000464916229
0.54666666666666663	-0.13899999856948853
0.54833333333333334	-0.14900000393390656
0.55000000000000004	-0.16500000655651093
0.55166666666666664	-0.17499999701976776
0.55333333333333334	-0.17599999904632568
0.55500000000000005	-0.16200000047683716
0.55666666666666664	-0.16200000047683716
0.55833333333333335	-0.16899999976158142
0.56000000000000005	-0.17299999296665192
0.56166666666666665	-0.17000000178813934
0.56333333333333335	-0.16099999845027924
0.56499999999999995	-0.14800000190734863
0.56666666666666665	-0.14200000464916229
0.56833333333333336	-0.16200000047683716
0.56999999999999995	-0.18199999630451202
0.57166666666666666	-0.1809999942779541
0.57333333333333336	-0.17000000178813934
0.57499999999999996	-0.15899999439716339
0.57666666666666666	-0.14900000393390656
0.57833333333333337	-0.16599999368190765
0.57999999999999996	-0.17100000381469727
0.58166666666666667	-0.16899999976158142
0.58333333333333337	-0.15700000524520874
0.58499999999999996	-0.164000004529953
0.58666666666666667	-0.15999999642372131
0.58833333333333337	-0.1679999977350235
0.58999999999999997	-0.17700000107288361
0.59166666666666667	-0.18999999761581421
0.59333333333333338	-0.19599999487400055
0.59499999999999997	-0.1940000057220459
0.59666666666666668	-0.18000000715255737
0.59833333333333338	-0.17399999499320984
0.59999999999999998	-0.17100000381469727
0.60166666666666668	-0.16699999570846558
0.60333333333333339	-0.1679999977350235
0.60499999999999998	-0.1679999977350235
0.60666666666666669	-0.16300000250339508
0.60833333333333328	-0.16599999368190765
0.60999999999999999	-0.17700000107288361
0.61166666666666669	-0.18799999356269836
0.61333333333333329	-0.18299999833106995
0.61499999999999999	-0.16200000047683716
0.6166666666666667	-0.15299999713897705
0.61833333333333329	-0.15299999713897705
0.62	-0.15999999642372131
0.6216666666666667	-0.16200000047683716
0.62333333333333329	-0.17399999499320984
0.625	-0.17800000309944153
0.62666666666666671	-0.17800000309944153
0.6283333333333333	-0.18000000715255737
0.63	-0.18799999356269836
0.63166666666666671	-0.19099999964237213
0.6333333333333333	-0.18500000238418579
0.63500000000000001	-0.17900000512599945
0.63666666666666671	-0.1679999977350235
0.63833333333333331	-0.16500000655651093
0.64000000000000001	-0.16099999845027924
0.64166666666666672	-0.17200000584125519
0.64333333333333331	-0.17900000512599945
0.64500000000000002	-0.18600000441074371
0.64666666666666661	-0.18799999356269836
0.64833333333333332	-0.18799999356269836
0.65000000000000002	-0.17900000512599945
0.65166666666666662	-0.17000000178813934
0.65333333333333332	-0.17599999904632568
0.65500000000000003	-0.17800000309944153
0.65666666666666662	-0.17800000309944153
0.65833333333333333	-0.18000000715255737
0.66000000000000003	-0.17299999296665192
0.66166666666666663	-0.17000000178813934
0.66333333333333333	-0.16699999570846558
0.66500000000000004	-0.17000000178813934
0.66666666666666663	-0.15899999439716339
0.66833333333333333	-0.16200000047683716
0.67000000000000004	-0.15899999439716339
0.67166666666666663	-0.16300000250339508
0.67333333333333334	-0.17700000107288361
0.67500000000000004	-0.20299999415874481
0.67666666666666664	-0.21600000560283661
0.67833333333333334	-0.21199999749660492
0.68000000000000005	-0.19900000095367432
0.68166666666666664	-0.18700000643730164
0.68333333333333335	-0.17700000107288361
0.68500000000000005	-0.17700000107288361
0.68666666666666665	-0.18400000035762787
0.68833333333333335	-0.18500000238418579
0.68999999999999995	-0.17599999904632568
0.69166666666666665	-0.18400000035762787
0.69333333333333336	-0.19300000369548798
0.69499999999999995	-0.18299999833106995
0.69666666666666666	-0.17200000584125519
0.69833333333333336	-0.17700000107288361
0.69999999999999996	-0.17800000309944153
0.70166666666666666	-0.164000004529953
0.70333333333333337	-0.15000000596046448
0.70499999999999996	-0.15700000524520874
0.70666666666666667	-0.17399999499320984
0.70833333333333337	-0.18899999558925629
0.70999999999999996	-0.18299999833106995
0.71166666666666667	-0.17800000309944153
0.71333333333333337	-0.17599999904632568
0.71499999999999997	-0.17800000309944153
